Genes	Taxa
7578229	COG2801
9364868	COG2801
18799510	COG2801
13623956	COG2801
16651915	COG2801
18189841	COG2801
10942861	COG2801
354600	COG2801
9625439	COG2801
9286311	COG2801
14663269	COG2801
16703618	COG2801
4417073	COG2801
16345697	COG2801
16396003	COG2801
17647477	COG2801
354619	COG2801
17822688	COG2801
16396494	COG2801
1513384	COG2801
6332792	COG2801
3863157	COG2801
3563096	COG2801
2895078	COG2801
15590654	COG2801
8701822	COG2801
7318738	COG2801
3751392	COG2801
8738701	COG2801
13125674	COG2801
4854696	COG2801
16345887	COG2801
1622234	COG2801
9286584	COG2801
14054271	COG2801
4239360	COG2801
12993312	COG2801
4417319	COG2801
13312894	COG2801
17559242	COG2801
18046251	COG2801
16886367	COG2801
15590425	COG2801
11368748	COG2801
3834582	COG2801
1970646	COG2801
13125547	COG2801
5255415	COG2801
8738585	COG2801
16133645	COG2801
18659413	COG2801
7870547	COG2801
580861	COG2801
1473268	COG2801
1622086	COG2801
5879839	COG2801
580082	COG2801
2530970	COG2801
2421851	COG2801
15895178	COG2801
17926253	COG2801
15411361	COG2801
17958648	COG2801
3223262	COG2801
10942008	COG2801
9834895	COG2801
13785925	COG2801
2484509	COG2801
12676639	COG2801
5390613	COG2801
6692882	COG2801
11166962	COG2801
5134275	COG2801
14499322	COG2801
6718336	COG2801
1711785	COG2801
1392517	COG2801
13814716	COG2801
1138680	COG2801
5155854	COG2801
18799386	COG2801
4239927	COG2801
9889505	COG2801
14793114	COG2801
19022352	COG2801
1385501	COG2801
6332705	COG2801
16735041	COG2801
12215137	COG2801
1303471	COG2801
625512	COG2801
17614082	COG2801
6692913	COG2801
5390271	COG2801
5879918	COG2801
9364661	COG2801
14035180	COG2801
18046658	COG2801
19105642	COG2801
5255788	COG2801
936938	COG2801
3731922	COG2801
5255655	COG2801
18837867	COG2801
11368009	COG2801
1674602	COG2801
2246421	COG2801
14093485	COG2801
3153447	COG2801
5102182	COG2801
1392962	COG2801
8272021	COG2801
13253906	COG2801
7015174	COG2801
16846068	COG2801
14499354	COG2801
18292135	COG2801
7172385	COG2801
12594789	COG2801
4886814	COG2801
17097306	COG2801
9645664	COG2801
16846640	COG2801
16651599	COG2801
2484864	COG2801
8198233	COG2801
12062414	COG2801
17647066	COG2801
2421834	COG2801
14220942	COG2801
13125145	COG2801
562338	COG2801
18571374	COG2801
13979782	COG2801
10430960	COG2801
17376676	COG2801
18596180	COG2801
3091543	COG2801
18571389	COG2801
4511799	COG2801
19257871	COG2801
3550990	COG2801
12878786	COG2801
12676421	COG2801
6266563	COG2801
9625375	COG2801
13164048	COG2801
18596187	COG2801
7088527	COG2801
13979823	COG2801
7904484	COG2801
7088635	COG2801
8202997	COG2801
857241	COG2801
15435599	COG2801
4898483	COG2801
3731339	COG2801
18571549	COG2801
857332	COG2801
19257821	COG2801
1455062	COG2801
18799303	COG2801
7679849	COG2801
13164043	COG2801
15379458	COG2801
12676533	COG2801
2722942	COG2801
3731242	COG2801
13785367	COG2801
1015686	COG2801
10527337	COG2801
4209395	COG2801
5879252	COG2801
2722926	COG2801
1392376	COG2801
800506	COG2801
3550819	COG2801
12878807	COG2801
404834	COG2801
404805	COG2801
13253334	COG2801
112028	COG2801
10098493	COG2801
6284316	COG2801
10430886	COG2801
800271	COG2801
2484443	COG2801
19257829	COG2801
15435431	COG2801
15822219	COG2801
15863013	COG2801
12868568	COG2801
13253341	COG2801
15379708	COG2801
3731275	COG2801
3863006	COG2801
3731358	COG2801
13623006	COG2801
13979784	COG2801
1513211	COG2801
4488664	COG2801
17376678	COG2801
14000584	COG2801
17686739	COG2801
4898381	COG2801
18799201	COG2801
10430822	COG2801
7679832	COG2801
14000464	COG2801
11552969	COG2801
10098571	COG2801
11166859	COG2801
3091496	COG2801
14388058	COG2801
10098654	COG2801
7493828	COG2801
4488620	COG2801
13785373	COG2801
13457660	COG2801
3550939	COG2801
6266601	COG2801
8738474	COG2801
17376691	COG2801
15213613	COG2801
17686731	COG2801
10527473	COG2801
4854291	COG2801
10182453	COG2801
8525379	COG2801
4898460	COG2801
7679688	COG2801
17686817	COG2801
1711194	COG2801
11903198	COG2801
18799206	COG2801
13164060	COG2801
6902882	COG2801
4511802	COG2801
12887861	COG2801
18981319	COG2801
1455025	COG2801
18571564	COG2801
112026	COG2801
13785381	COG2801
6284305	COG2801
5756972	COG2801
12663531	COG2801
7088521	COG2801
17376721	COG2801
2625099	COG2801
4854289	COG2801
19022085	COG2801
562297	COG2801
2361078	COG2801
13785395	COG2801
404786	COG2801
15213668	COG2801
7088524	COG2801
3550974	COG2801
2484319	COG2801
2361062	COG2801
14388025	COG2801
10098449	COG2801
8237498	COG2801
989253	COG2801
7363397	COG2801
9746107	COG2801
10575637	COG2801
18273973	COG2801
17543545	COG2801
5996237	COG2801
16891712	COG2801
15513534	COG2801
5930770	COG2801
3547060	COG2801
275287	COG2801
8237322	COG2801
15284206	COG2801
7315933	COG2801
10653	COG2801
15180356	COG2801
8714064	COG2801
15655460	COG2801
3103577	COG2801
1452756	COG2801
19082781	COG2801
1951880	COG2801
10237977	COG2801
7617627	COG2801
6654535	COG2801
12910476	COG2801
2341950	COG2801
189659	COG2801
6762882	COG2801
5411906	COG2801
15022991	COG2801
1452803	COG2801
16182508	COG2801
15111069	COG2801
12877674	COG2801
16122614	COG2801
19082493	COG2801
16182419	COG2801
18958857	COG2801
1309107	COG2801
3617860	COG2801
3602019	COG2801
613290	COG2801
14404566	COG2801
1452812	COG2801
308856	COG2801
3687021	COG2801
613531	COG2801
18493640	COG2801
17452133	COG2801
13034181	COG2801
8361949	COG2801
13116268	COG2801
17409839	COG2801
16885453	COG2801
16803038	COG2801
9822399	COG2801
1452561	COG2801
15728203	COG2801
6824627	COG2801
4753097	COG2801
17778695	COG2801
2444215	COG2801
18958970	COG2801
19331270	COG2801
4289396	COG2801
16985505	COG2801
2708453	COG2801
11750066	COG2801
8869547	COG2801
1416339	COG2801
948685	COG2801
7504497	COG2801
6108316	COG2801
4908900	COG2801
11835277	COG2801
16122006	COG2801
8225785	COG2801
11174208	COG2801
16122044	COG2801
8225583	COG2801
1452591	COG2801
19082863	COG2801
5084887	COG2801
4684216	COG2801
12910709	COG2801
12546424	COG2801
11305067	COG2801
15477941	COG2801
17530024	COG2801
6509896	COG2801
9128048	COG2801
17729358	COG2801
12910890	COG2801
6038882	COG2801
8386230	COG2801
18587348	COG2801
15111227	COG2801
7565180	COG2801
18351071	COG2801
5084032	COG2801
12910793	COG2801
19120386	COG2801
17409451	COG2801
11826360	COG2801
19202071	COG2801
19202347	COG2801
15477714	COG2801
1046297	COG2801
16985815	COG2801
3230679	COG2801
5411684	COG2801
7126059	COG2801
4908407	COG2801
153334	COG2801
11682716	COG2801
14404398	COG2801
7157236	COG2801
1452187	COG2801
15817686	COG2801
4684136	COG2801
17921943	COG2801
4973729	COG2801
9128817	COG2801
5084510	COG2801
14053994	COG2801
14141513	COG2801
4908963	COG2801
9822654	COG2801
1751967	COG2801
16476311	COG2801
14141471	COG2801
3617588	COG2801
16985341	COG2801
1046546	COG2801
4157442	COG2801
16206763	COG2801
14099632	COG2801
6947619	COG2801
12483988	COG2801
5316468	COG2801
7246242	COG2801
5600413	COG2801
5084893	COG2801
11154886	COG2801
9566317	COG2801
10209836	COG2801
4973147	COG2801
1124727	COG2801
16331193	COG2801
5084515	COG2801
17721628	COG2801
3103775	COG2801
18829987	COG2801
4684860	COG2801
6108187	COG2801
2708354	COG2801
17778416	COG2801
13809521	COG2801
3425259	COG2801
9926738	COG2801
8460500	COG2801
15913580	COG2801
17719971	COG2801
17494175	COG2801
3851848	COG2801
6043267	COG2801
18415020	COG2801
8348502	COG2801
10725053	COG2801
19145391	COG2801
3191409	COG2801
14149274	COG2801
16497520	COG2801
2983803	COG2801
3219069	COG2801
1612152	COG2801
9926619	COG2801
18895687	COG2801
18895728	COG2801
12882355	COG2801
7236628	COG2801
17284708	COG2801
12315511	COG2801
12107935	COG2801
17207227	COG2801
13852156	COG2801
10077200	COG2801
10281902	COG2801
961687	COG2801
16813507	COG2801
7325393	COG2801
13525242	COG2801
7820690	COG2801
5536458	COG2801
10704929	COG2801
12794715	COG2801
4352148	COG2801
15357210	COG2801
6822056	COG2801
796468	COG2801
7703293	COG2801
11172373	COG2801
10704411	COG2801
11358522	COG2801
12859880	COG2801
17984663	COG2801
10018393	COG2801
4043478	COG2801
2130403	COG2801
11588231	COG2801
18787468	COG2801
16308230	COG2801
5251757	COG2801
5331116	COG2801
6726767	COG2801
19039662	COG2801
6012480	COG2801
19039407	COG2801
11713893	COG2801
19250378	COG2801
16385487	COG2801
6916437	COG2801
16656345	COG2801
8867431	COG2801
16656621	COG2801
12369437	COG2801
6726411	COG2801
12859022	COG2801
11259140	COG2801
3286466	COG2801
18787966	COG2801
16648054	COG2801
5433104	COG2801
7703267	COG2801
5331019	COG2801
14916365	COG2801
2935505	COG2801
6239455	COG2801
13660788	COG2801
15542926	COG2801
18612769	COG2801
7163235	COG2801
809138	COG2801
18612556	COG2801
6239873	COG2801
5536511	COG2801
12351295	COG2801
12392957	COG2801
6024972	COG2801
8725732	COG2801
3685180	COG2801
13996944	COG2801
3685543	COG2801
19250382	COG2801
18127679	COG2801
6024876	COG2801
12116126	COG2801
1661024	COG2801
65463	COG2801
10481761	COG2801
10620136	COG2801
18459530	COG2801
8808036	COG2801
3165353	COG2801
16000782	COG2801
10344006	COG2801
16069614	COG2801
14513760	COG2801
9367043	COG2801
1952049	COG2801
1661035	COG2801
6418872	COG2801
16000803	COG2801
11490529	COG2801
10481763	COG2801
10097426	COG2801
9027441	COG2801
1930187	COG2801
15024657	COG2801
7481201	COG2801
10239081	COG2801
2093725	COG2801
6621053	COG2801
8483675	COG2801
8456955	COG2801
614461	COG2801
10090363	COG2801
7793958	COG2801
11413853	COG2801
14783859	COG2801
3872976	COG2801
10744318	COG2801
17038702	COG2801
3482220	COG2801
18449245	COG2801
7827693	COG2801
10097459	COG2801
19114781	COG2801
14783755	COG2801
18353795	COG2801
11240549	COG2801
15191703	COG2801
11240445	COG2801
5059214	COG2801
13960858	COG2801
1055206	COG2801
2093631	COG2801
15191667	COG2801
8009218	COG2801
4252018	COG2801
18207578	COG2801
13856100	COG2801
11240556	COG2801
15191693	COG2801
7827671	COG2801
3205836	COG2801
3482121	COG2801
8456887	COG2801
17332481	COG2801
17164034	COG2801
10097419	COG2801
10239371	COG2801
614447	COG2801
13311047	COG2801
3872797	COG2801
12675450	COG2801
18353566	COG2801
8870795	COG2801
13404219	COG2801
16931332	COG2801
3263412	COG2801
13984658	COG2801
7427833	COG2801
18736782	COG2801
10538180	COG2801
16093663	COG2801
12527541	COG2801
4525939	COG2801
3022494	COG2801
17198858	COG2801
2560926	COG2801
296377	COG2801
16093585	COG2801
4744531	COG2801
11073493	COG2801
17920608	COG2801
13866729	COG2801
18965463	COG2801
3338824	COG2801
11073485	COG2801
12898585	COG2801
3822739	COG2801
5343382	COG2801
10189153	COG2801
8956826	COG2801
3338744	COG2801
8904007	COG2801
13866751	COG2801
5093652	COG2801
9258012	COG2801
12667335	COG2801
3276999	COG2801
5093699	COG2801
3022529	COG2801
16093689	COG2801
504291	COG2801
13410717	COG2801
8708702	COG2801
176158	COG2801
13063099	COG2801
14387909	COG2801
17358436	COG2801
1617461	COG2801
8271186	COG2801
4452998	COG2801
11892051	COG2801
15350648	COG2801
9299373	COG2801
5728526	COG2801
15988926	COG2801
9547523	COG2801
5152785	COG2801
14648280	COG2801
8523255	COG2801
7978144	COG2801
7544299	COG2801
5487437	COG2801
14387292	COG2801
504489	COG2801
7544386	COG2801
14951567	COG2801
3986412	COG2801
5832793	COG2801
7282159	COG2801
16132133	COG2801
18037514	COG2801
3986615	COG2801
5224531	COG2801
17951969	COG2801
17412381	COG2801
13410702	COG2801
4675313	COG2801
13784778	COG2801
4932631	COG2801
1863951	COG2801
2431722	COG2801
56307	COG2801
8321252	COG2801
17922375	COG2801
11892429	COG2801
15001154	COG2801
6014982	COG2801
18284635	COG2801
2884555	COG2801
19055042	COG2801
5728492	COG2801
15295610	COG2801
17358060	COG2801
3498158	COG2801
10892922	COG2801
3677542	COG2801
2884409	COG2801
3677587	COG2801
6674816	COG2801
8404447	COG2801
16100500	COG2801
5487251	COG2801
14559777	COG2801
2543841	COG2801
3171014	COG2801
14907006	COG2801
18320684	COG2801
6674719	COG2801
11543507	COG2801
864019	COG2801
8087186	COG2801
5224621	COG2801
16132373	COG2801
1530800	COG2801
13830353	COG2801
15405741	COG2801
11642789	COG2801
10909750	COG2801
15295330	COG2801
17922834	COG2801
1416973	COG2801
11451707	COG2801
13555034	COG2801
11385860	COG2801
18532140	COG2801
16636655	COG2801
17358212	COG2801
7411332	COG2801
7411681	COG2801
12706132	COG2801
13550154	COG2801
11642178	COG2801
8062951	COG2801
10096630	COG2801
16310971	COG2801
314663	COG2801
1302617	COG2801
17519090	COG2801
11642522	COG2801
14060143	COG2801
10297207	COG2801
2884249	COG2801
15295146	COG2801
3081172	COG2801
13550985	COG2801
8271167	COG2801
3986532	COG2801
12199959	COG2801
7902220	COG2801
2153767	COG2801
13291243	COG2801
7460387	COG2801
18090729	COG2801
14951682	COG2801
13063320	COG2801
7921937	COG2801
15001187	COG2801
3750065	COG2801
17922402	COG2801
1685516	COG2801
13784440	COG2801
11800144	COG2801
6283516	COG2801
11062821	COG2801
10937139	COG2801
4918387	COG2801
4452260	COG2801
11015549	COG2801
4675121	COG2801
864238	COG2801
15001348	COG2801
6283332	COG2801
10917624	COG2801
15431566	COG2801
3498282	COG2801
14248454	COG2801
15295137	COG2801
16636154	COG2801
5253207	COG2801
9929270	COG2801
18808980	COG2801
10297995	COG2801
3171160	COG2801
8157767	COG2801
10297849	COG2801
18532223	COG2801
5832610	COG2801
14387042	COG2801
14387817	COG2801
18118750	COG2801
8565190	COG2801
16636162	COG2801
7921160	COG2801
1617404	COG2801
18090838	COG2801
9730693	COG2801
7411326	COG2801
4845772	COG2801
1617713	COG2801
11015083	COG2801
17111069	COG2801
11642659	COG2801
13784629	COG2801
18284246	COG2801
5706455	COG2801
18808263	COG2801
9643293	COG2801
2431545	COG2801
4406353	COG2801
13321782	COG2801
10040135	COG2801
15350776	COG2801
7743362	COG2801
11642129	COG2801
7411125	COG2801
16310283	COG2801
11819876	COG2801
13555136	COG2801
10658064	COG2801
11015058	COG2801
2121461	COG2801
5671149	COG2801
16132794	COG2801
14248286	COG2801
4853339	COG2801
10040227	COG2801
13555089	COG2801
10096137	COG2801
11385835	COG2801
17975855	COG2801
31873	COG2801
7282798	COG2801
11819621	COG2801
10743873	COG2801
7411042	COG2801
4845149	COG2801
8321642	COG2801
1461063	COG2801
314933	COG2801
10743631	COG2801
14989406	COG2801
10645014	COG2801
18808258	COG2801
2153715	COG2801
13830487	COG2801
5253717	COG2801
16360609	COG2801
17951609	COG2801
315074	COG2801
11543528	COG2801
10096023	COG2801
13550684	COG2801
5152044	COG2801
17111534	COG2801
5282761	COG2801
3171088	COG2801
6586048	COG2801
6620127	COG2801
504757	COG2801
18761761	COG2801
3729407	COG2801
17358076	COG2801
17975986	COG2801
313441	COG2801
7978010	COG2801
8708782	COG2801
8748174	COG2801
17163835	COG2801
12317732	COG2801
11062051	COG2801
7460041	COG2801
3498392	COG2801
11385605	COG2801
10218193	COG2801
11642655	COG2801
13830850	COG2801
864558	COG2801
10937132	COG2801
9299432	COG2801
12317059	COG2801
2153677	COG2801
13555749	COG2801
18017026	COG2801
4560042	COG2801
4063052	COG2801
16636444	COG2801
12284022	COG2801
56342	COG2801
5608530	COG2801
14387629	COG2801
13555419	COG2801
3081453	COG2801
6321616	COG2801
13830875	COG2801
7544577	COG2801
11015696	COG2801
7342226	COG2801
13321552	COG2801
3418218	COG2801
5832069	COG2801
2543321	COG2801
11451638	COG2801
4853868	COG2801
13555919	COG2801
9730014	COG2801
4675197	COG2801
1302752	COG2801
7921166	COG2801
11642870	COG2801
16132900	COG2801
11041064	COG2801
9547824	COG2801
4932585	COG2801
4845780	COG2801
18017824	COG2801
2884499	COG2801
11062543	COG2801
17358309	COG2801
11892095	COG2801
14951650	COG2801
19055080	COG2801
16100880	COG2801
13639330	COG2801
5706371	COG2801
11543575	COG2801
13410504	COG2801
18090561	COG2801
3081738	COG2801
864831	COG2801
3024540	COG2801
18017660	COG2801
13555020	COG2801
15988813	COG2801
4845454	COG2801
12975850	COG2801
10040004	COG2801
18320626	COG2801
12975813	COG2801
10096431	COG2801
18320365	COG2801
18037382	COG2801
4251279	COG2801
16636084	COG2801
12188020	COG2801
632721	COG2801
4845379	COG2801
4997644	COG2801
17111498	COG2801
14951873	COG2801
16636151	COG2801
89269	COG2801
11451673	COG2801
5671174	COG2801
17975861	COG2801
10743746	COG2801
8748194	COG2801
10917565	COG2801
8271942	COG2801
3826640	COG2801
14387588	COG2801
31675	COG2801
7763888	COG2801
9771013	COG2801
5754137	COG2801
10096386	COG2801
8553495	COG2801
7763619	COG2801
10040693	COG2801
19055115	COG2801
7743686	COG2801
4560813	COG2801
9771184	COG2801
5152805	COG2801
18532355	COG2801
5627988	COG2801
12975568	COG2801
10096496	COG2801
16132194	COG2801
3081773	COG2801
15405459	COG2801
6283556	COG2801
1617433	COG2801
4561001	COG2801
4845061	COG2801
56148	COG2801
3729161	COG2801
18697108	COG2801
9929460	COG2801
18284757	COG2801
14955493	COG2801
9556124	COG2801
7342115	COG2801
7282437	COG2801
11819878	COG2801
16152133	COG2801
11642226	COG2801
56224	COG2801
16310447	COG2801
16538049	COG2801
3343853	COG2801
1596879	COG2801
2153486	COG2801
5152209	COG2801
11451627	COG2801
8062916	COG2801
4452120	COG2801
1074966	COG2801
5608845	COG2801
176020	COG2801
16152585	COG2801
8523381	COG2801
10892590	COG2801
314368	COG2801
13550094	COG2801
16310762	COG2801
18761349	COG2801
7327548	COG2801
7165760	COG2801
8321078	COG2801
14989346	COG2801
10776916	COG2801
842694	COG2801
13555782	COG2801
13063088	COG2801
18118804	COG2801
9299733	COG2801
313933	COG2801
16100233	COG2801
7544854	COG2801
7649164	COG2801
9643406	COG2801
13291121	COG2801
864501	COG2801
14387068	COG2801
5152198	COG2801
8271484	COG2801
10658466	COG2801
16132454	COG2801
17111555	COG2801
5282731	COG2801
8321405	COG2801
2121082	COG2801
4932054	COG2801
6674632	COG2801
18808716	COG2801
5236964	COG2801
11451065	COG2801
11892237	COG2801
10297505	COG2801
4560824	COG2801
2431683	COG2801
15405582	COG2801
4095964	COG2801
11892236	COG2801
11015580	COG2801
1302545	COG2801
4932127	COG2801
89257	COG2801
3677074	COG2801
14648602	COG2801
5627470	COG2801
4918347	COG2801
4845274	COG2801
11451661	COG2801
16018562	COG2801
5538691	COG2801
7456671	COG2801
185358	COG2801
13794025	COG2801
5603125	COG2801
9856691	COG2801
11402464	COG2801
10334753	COG2801
165241	COG2801
3206955	COG2801
10124138	COG2801
6525896	COG2801
13931181	COG2801
11017984	COG2801
7706588	COG2801
17559808	COG2801
9558925	COG2801
17097540	COG2801
1446424	COG2801
7247457	COG2801
10793616	COG2801
7694607	COG2801
3331227	COG2801
10124729	COG2801
17667199	COG2801
13895300	COG2801
17469330	COG2801
7608179	COG2801
11820723	COG2801
5958939	COG2801
10493840	COG2801
1660855	COG2801
17926561	COG2801
9073020	COG2801
18323314	COG2801
7753654	COG2801
1914113	COG2801
5359512	COG2801
15950811	COG2801
16997880	COG2801
18355290	COG2801
9558377	COG2801
4056010	COG2801
4297896	COG2801
14205888	COG2801
11820023	COG2801
13895852	COG2801
9857000	COG2801
5359637	COG2801
5324281	COG2801
3231351	COG2801
17856367	COG2801
17569609	COG2801
14727243	COG2801
6088812	COG2801
17856686	COG2801
15950539	COG2801
15492565	COG2801
18659554	COG2801
6622723	COG2801
7101168	COG2801
6313922	COG2801
9047151	COG2801
5324222	COG2801
17097886	COG2801
6380667	COG2801
1310406	COG2801
4677217	COG2801
8174827	COG2801
8315272	COG2801
17097525	COG2801
19044174	COG2801
13022101	COG2801
11402063	COG2801
9856888	COG2801
4305075	COG2801
6313677	COG2801
6313053	COG2801
19044035	COG2801
17856409	COG2801
6659342	COG2801
6380355	COG2801
19083072	COG2801
8944206	COG2801
12745991	COG2801
5324381	COG2801
11683539	COG2801
8315923	COG2801
15801591	COG2801
6525169	COG2801
15224573	COG2801
17097741	COG2801
10730154	COG2801
1141109	COG2801
8871622	COG2801
3030094	COG2801
14135073	COG2801
9503630	COG2801
6255419	COG2801
3794588	COG2801
1806917	COG2801
355304	COG2801
4965731	COG2801
17926531	COG2801
5696562	COG2801
769162	COG2801
16997655	COG2801
7706495	COG2801
8971239	COG2801
17072986	COG2801
4552659	COG2801
3121139	COG2801
11171593	COG2801
11171400	COG2801
2944252	COG2801
256064	COG2801
2441491	COG2801
11778828	COG2801
6288333	COG2801
12408620	COG2801
5587276	COG2801
6443143	COG2801
16748158	COG2801
19080766	COG2801
8165474	COG2801
673562	COG2801
146257	COG2801
12964149	COG2801
11103446	COG2801
1741341	COG2801
12491691	COG2801
6983600	COG2801
16748157	COG2801
6571717	COG2801
5885079	COG2801
19017891	COG2801
16214301	COG2801
11267525	COG2801
13263143	COG2801
5874576	COG2801
8760539	COG2801
18769601	COG2801
1350320	COG2801
1817046	COG2801
11171748	COG2801
15161977	COG2801
8760461	COG2801
10741359	COG2801
13263451	COG2801
13017036	COG2801
14148220	COG2801
7919895	COG2801
2944055	COG2801
12964472	COG2801
2337317	COG2801
13017240	COG2801
1817793	COG2801
12408061	COG2801
6535108	COG2801
8963629	COG2801
1325486	COG2801
15690395	COG2801
15335688	COG2801
8165982	COG2801
913541	COG2801
167364	COG2801
15048045	COG2801
15690170	COG2801
15690421	COG2801
14148275	COG2801
7614950	COG2801
7059306	COG2801
1335038	COG2801
1817121	COG2801
8963900	COG2801
3015215	COG2801
14169029	COG2801
5828014	COG2801
11188499	COG2801
14169078	COG2801
1817665	COG2801
16484302	COG2801
6094731	COG2801
15048093	COG2801
14400320	COG2801
1574111	COG2801
11188235	COG2801
2837802	COG2801
11778674	COG2801
14585214	COG2801
3015663	COG2801
15094316	COG2801
4785719	COG2801
8103967	COG2801
2337518	COG2801
1957089	COG2801
4632560	COG2801
11959278	COG2801
1274583	COG2801
2367885	COG2801
3015002	COG2801
11171407	COG2801
4632025	COG2801
2310745	COG2801
146018	COG2801
913364	COG2801
63562	COG2801
1450938	COG2801
12491636	COG2801
4632498	COG2801
4464555	COG2801
454384	COG2801
4632679	COG2801
15335898	COG2801
3015620	COG2801
12491399	COG2801
12964773	COG2801
15048198	COG2801
750257	COG2801
12408465	COG2801
13907713	COG2801
183642	COG2801
7186200	COG2801
8611823	COG2801
7251296	COG2801
6094416	COG2801
19080181	COG2801
13907013	COG2801
15736834	COG2801
7997561	COG2801
13840000	COG2801
8276490	COG2801
8952444	COG2801
7251603	COG2801
4341895	COG2801
9881972	COG2801
10294960	COG2801
18052716	COG2801
5775543	COG2801
13839793	COG2801
19080233	COG2801
1240889	COG2801
1115998	COG2801
6647507	COG2801
13373635	COG2801
16106343	COG2801
18765094	COG2801
12863259	COG2801
1572007	COG2801
10889768	COG2801
12804670	COG2801
215804	COG2801
1104022	COG2801
1781952	COG2801
5586178	COG2801
17316510	COG2801
2174319	COG2801
9157919	COG2801
7783203	COG2801
4035884	COG2801
12455413	COG2801
11455475	COG2801
1976923	COG2801
5586642	COG2801
11476188	COG2801
806922	COG2801
7235790	COG2801
9677968	COG2801
7185072	COG2801
4035810	COG2801
17021253	COG2801
6053429	COG2801
10407667	COG2801
16128252	COG2801
9522143	COG2801
15878615	COG2801
11110544	COG2801
13583359	COG2801
7798845	COG2801
156683	COG2801
9571226	COG2801
6819529	COG2801
18692838	COG2801
13216288	COG2801
9957393	COG2801
11476753	COG2801
9522098	COG2801
18561703	COG2801
9739467	COG2801
9677784	COG2801
11213573	COG2801
14305363	COG2801
12240927	COG2801
2812067	COG2801
7783231	COG2801
11337771	COG2801
12906055	COG2801
7516250	COG2801
3312172	COG2801
11842054	COG2801
6607130	COG2801
4591793	COG2801
17316051	COG2801
3694176	COG2801
11257598	COG2801
10889982	COG2801
5632188	COG2801
2615510	COG2801
14684960	COG2801
5230580	COG2801
11371513	COG2801
7873292	COG2801
12218004	COG2801
6304159	COG2801
10073924	COG2801
5632584	COG2801
5863681	COG2801
5258459	COG2801
4848974	COG2801
16382373	COG2801
11616699	COG2801
5632796	COG2801
4049924	COG2801
14487653	COG2801
4839890	COG2801
12778422	COG2801
15324485	COG2801
2058400	COG2801
6249478	COG2801
8059828	COG2801
11676787	COG2801
10215982	COG2801
13861618	COG2801
3784612	COG2801
11371357	COG2801
15445847	COG2801
6555626	COG2801
381079	COG2801
4187006	COG2801
11054210	COG2801
6923861	COG2801
2536326	COG2801
12752975	COG2801
848891	COG2801
12252196	COG2801
7708978	COG2801
12102659	COG2801
16745339	COG2801
6161748	COG2801
6923314	COG2801
9316090	COG2801
18846690	COG2801
12364935	COG2801
4088312	COG2801
8399428	COG2801
16087521	COG2801
14287268	COG2801
9514020	COG2801
13191168	COG2801
7205393	COG2801
6032613	COG2801
5904316	COG2801
1518982	COG2801
13711553	COG2801
108582	COG2801
2573398	COG2801
523100	COG2801
4299666	COG2801
4187407	COG2801
4804633	COG2801
6074768	COG2801
2929408	COG2801
8163273	COG2801
4549985	COG2801
4444722	COG2801
5417748	COG2801
10143493	COG2801
3056470	COG2801
14695911	COG2801
6161076	COG2801
11616363	COG2801
19123367	COG2801
4968411	COG2801
2149229	COG2801
7096114	COG2801
7927732	COG2801
16382514	COG2801
10756398	COG2801
11627694	COG2801
8663717	COG2801
1954811	COG2801
5904798	COG2801
10143579	COG2801
7953592	COG2801
19123771	COG2801
18971668	COG2801
8961726	COG2801
16643596	COG2801
8693097	COG2801
7223317	COG2801
144621	COG2801
4215881	COG2801
17366841	COG2801
9514082	COG2801
9227114	COG2801
13483745	COG2801
12725045	COG2801
12364838	COG2801
740761	COG2801
11008179	COG2801
3885195	COG2801
5258786	COG2801
12364142	COG2801
14900969	COG2801
14397279	COG2801
15741331	COG2801
8309765	COG2801
6529183	COG2801
15741720	COG2801
1944277	COG2801
11906597	COG2801
4032741	COG2801
5522133	COG2801
12364360	COG2801
6315475	COG2801
9815298	COG2801
4619981	COG2801
15370064	COG2801
19123142	COG2801
1518005	COG2801
15072297	COG2801
12311544	COG2801
18405485	COG2801
10215254	COG2801
16433045	COG2801
1770592	COG2801
1954250	COG2801
10747996	COG2801
6681102	COG2801
7432319	COG2801
15763244	COG2801
18152115	COG2801
876952	COG2801
6032363	COG2801
13491980	COG2801
9141943	COG2801
16745624	COG2801
9514317	COG2801
11654642	COG2801
6356860	COG2801
14487863	COG2801
222520	COG2801
4049549	COG2801
11108346	COG2801
18069312	COG2801
3348701	COG2801
3885009	COG2801
5904570	COG2801
7464892	COG2801
1880348	COG2801
10732430	COG2801
11008168	COG2801
11565346	COG2801
13025684	COG2801
11148733	COG2801
11616373	COG2801
12038726	COG2801
14856535	COG2801
10155356	COG2801
10063347	COG2801
9761136	COG2801
4968944	COG2801
9296205	COG2801
5838604	COG2801
14287423	COG2801
15072436	COG2801
16957138	COG2801
9296441	COG2801
17431868	COG2801
2536004	COG2801
7205609	COG2801
7474173	COG2801
15009762	COG2801
14912988	COG2801
15391153	COG2801
2231652	COG2801
14287332	COG2801
108533	COG2801
8139544	COG2801
7506955	COG2801
5348218	COG2801
19274880	COG2801
19123116	COG2801
6032721	COG2801
8476014	COG2801
3840926	COG2801
9422033	COG2801
16582982	COG2801
14381775	COG2801
4347944	COG2801
16582914	COG2801
3333078	COG2801
14487862	COG2801
16382411	COG2801
12752867	COG2801
5447459	COG2801
6923769	COG2801
3802109	COG2801
